ae,al `ayn al ghamur,Al `Ayn al Ghamur,06,,24.959508,56.315852
ae,al badiyah,Al Badiyah,04,,25.432273,56.345736
ae,al bithnah,Al Bithnah,04,,25.189507,56.235157
ae,al daid,Al Daid,06,,25.288123,55.881571
ae,al-dhayd,Al-Dhayd,06,,25.288123,55.881571
ae,al dini,Al Dini,07,,25.932264,56.405128
ae,al duss,Al Duss,07,,25.907278,56.393
ae,al fai,Al Fai,05,,26.021389,56.091389
ae,al fiyya,Al Fiyya,01,,24.298014,53.211395
ae,al-fudjayra,Al-Fudjayra,04,,25.116412,56.341408
ae,al fuqait,Al Fuqait,04,,25.599658,56.342487
ae,al fuyay',Al Fuyay',01,,24.298014,53.211395
ae,al-ghil,Al-Ghil,05,,25.401739,56.068063
ae,algida,Algida,05,,25.996111,56.084167
ae,al gissemari,Al Gissemari,04,,25.143423,56.248397
ae,al hagarein,Al Hagarein,03,,24.798996,56.115379
ae,al haira,Al Haira,06,,25.38148,55.419551
ae,al hairah,Al Hairah,06,,25.38148,55.419551
ae,alhala,Alhala,04,,25.477378,56.182437
ae,al hama'im,Al Hama'im,01,,22.95805,54.297206
ae,al hamra',Al Hamra',05,,25.709102,55.807724
ae,al hamriya,Al Hamriya,06,,25.478194,55.533768
ae,al hayir,Al Hayir,05,,25.978611,56.085278
ae,al hayl,Al Hayl,04,,25.092227,56.24418
ae,al hayl,Al Hayl,05,,25.704979,55.987009
ae,al hinya,Al Hinya,04,,25.350928,56.025345
ae,al-hirah,Al-Hirah,06,,25.38148,55.419551
ae,al-humaimah,Al-Humaimah,01,,22.95805,54.297206
ae,al ian,Al Ian,01,,24.212717,55.783488
ae,aliya,Aliya,06,,25.353969,55.37189
ae,al jazirah al hamra',Al Jazirah al Hamra',05,,25.709102,55.807724
ae,al jima,Al Jima,01,,24.24914,55.745824
ae,al jimi,Al Jimi,01,,24.24914,55.745824
ae,al khalabiya,Al Khalabiya,04,,25.381235,56.173576
ae,al kharan,Al Kharan,05,,25.716175,55.967757
ae,al khatt,Al Khatt,04,,25.617288,56.011128
ae,al khawiya,Al Khawiya,04,,25.995584,56.380513
ae,al khulaybiyah,Al Khulaybiyah,04,,25.381235,56.173576
ae,al layyah,Al Layyah,06,,25.353969,55.37189
ae,al maham,Al Maham,05,,25.675,55.990278
ae,al-mariyya al-gharbyya,Al-Mariyya Al-Gharbyya,01,,23.102651,53.581849
ae,al-mariyya,Al-Mariyya,01,,23.138476,53.742603
ae,al-mariyyah,Al-Mariyyah,01,,23.138476,53.742603
ae,al-mirfa',Al-Mirfa',01,,24.099107,53.490769
ae,al mu`taridh,Al Mu`taridh,01,,24.218997,55.739888
ae,al muwaijh,Al Muwaijh,01,,24.201667,55.716389
ae,al muweiqi,Al Muweiqi,01,,24.201667,55.716389
ae,al-nashash,Al-Nashash,01,,23.081096,54.036351
ae,al-naslah,Al-Naslah,05,,24.865864,56.260851
ae,al odeid,Al Odeid,01,,24.616667,51.4
ae,al-qatarah,Al-Qatarah,01,,24.259929,55.755658
ae,al qawr,Al Qawr,05,,24.912136,56.095661
ae,al qima,Al Qima,01,,24.24914,55.745824
ae,al qor,Al Qor,05,,24.912136,56.095661
ae,al-rol,Al-Rol,04,,25.601056,56.322797
ae,al saad,Al Saad,01,,24.15,55.766667
ae,al said,Al Said,01,,24.15,55.766667
ae,al satwa,Al Satwa,03,,25.229014,55.272329
ae,al selimat,Al Selimat,01,,24.221944,55.603056
ae,al sharjah,Al Sharjah,06,,25.35731,55.403304
ae,al-tarif,Al-Tarif,01,,24.053988,53.763468
ae,al-'udaid,Al-'Udaid,01,,24.616667,51.4
ae,al-`udeid,Al-`Udeid,01,,24.616667,51.4
ae,al wathba,Al Wathba,01,,24.25958,54.707814
ae,an naslah,An Naslah,05,,24.865864,56.260851
ae,aqqa,Aqqa,04,,25.498669,56.358302
ae,`arada,`Arada,01,,22.992313,53.428915
ae,araibi,Araibi,05,,25.789452,55.976649
ae,ar ru'ays,Ar Ru'ays,01,,24.110278,52.730556
ae,ash 'mariqah,Ash 'Mariqah,06,,25.35731,55.403304
ae,ash shariqa,Ash Shariqa,06,,25.35731,55.403304
ae,`asimah,`Asimah,05,,25.398308,56.150726
ae,as salihiyah,As Salihiyah,05,,25.721613,55.990811
ae,as saqamqam,As Saqamqam,04,,25.174666,56.330388
ae,athaba,Athaba,05,,25.163564,56.09619
ae,at tarif,At Tarif,01,,24.053988,53.763468
ae,at turayf,At Turayf,01,,24.053988,53.763468
ae,`awanat,`Awanat,07,,25.365847,55.856185
ae,ayaina,Ayaina,04,,25.452828,56.16879
ae,ayn al faidah,Ayn al Faidah,01,,24.083333,55.683333
ae,`ayn al ghamur,`Ayn al Ghamur,06,,24.959508,56.315852
ae,`ayn zawahir,`Ayn Zawahir,01,,24.212717,55.783488
ae,badiya,Badiya,04,,25.432273,56.345736
ae,badiyyah,Badiyyah,04,,25.432273,56.345736
ae,bandar mirfah,Bandar Mirfah,01,,24.099107,53.490769
ae,barahah,Barahah,03,,25.266667,55.316667
ae,batain,Batain,01,,24.442901,54.355388
ae,batein,Batein,01,,24.442901,54.355388
ae,bidayarat margham,Bidayarat Margham,03,,24.870768,55.549053
ae,bidiya,Bidiya,04,,25.432273,56.345736
ae,bidyah,Bidyah,04,,25.432273,56.345736
ae,bid' zayed,Bid' Zayed,01,,23.630726,53.729897
ae,bilaida,Bilaida,04,,25.223877,56.202213
ae,bilaidah,Bilaidah,04,,25.223877,56.202213
ae,bithna,Bithna,04,,25.189507,56.235157
ae,bithnah,Bithnah,04,,25.189507,56.235157
ae,budayyah,Budayyah,04,,25.432273,56.345736
ae,bulaidha,Bulaidha,04,,25.223877,56.202213
ae,chuwais,Chuwais,05,,25.78102,55.978696
ae,daba al-ghurfah,Daba al-Ghurfah,04,,25.597686,56.276736
ae,daba al-hisn,Daba al-Hisn,06,,25.619547,56.272912
ae,daba,Daba,06,,25.619547,56.272912
ae,dabei,Dabei,03,,25.258172,55.304717
ae,dadna,Dadna,04,,25.524217,56.35868
ae,dadnah,Dadnah,04,,25.524217,56.35868
ae,dafir,Dafir,01,,23.127315,53.754393
ae,dafta,Dafta,05,,25.272255,56.183534
ae,daira,Daira,03,,25.273069,55.306374
ae,dairah,Dairah,03,,25.273069,55.306374
ae,dasa,Dasa,01,,24.278385,52.623689
ae,datta,Datta,05,,25.272255,56.183534
ae,dayd,Dayd,06,,25.288123,55.881571
ae,deira,Deira,03,,25.273069,55.306374
ae,dhadna,Dhadna,04,,25.524217,56.35868
ae,dhafir,Dhafir,01,,23.127315,53.754393
ae,dhaiah,Dhaiah,05,,25.887843,56.058239
ae,dhaid,Dhaid,06,,25.288123,55.881571
ae,dhaiyah,Dhaiyah,05,,25.887843,56.058239
ae,dhawaihir,Dhawaihir,01,,23.283333,53.2
ae,dhayd,Dhayd,06,,25.288123,55.881571
